,difference
43424015,-1.9866893334284015
43424016,1.4366747338034145
43424017,-0.8125034783849827
43430143,2.825460128697216
43430144,
43430145,0.20296195233542846
43430147,2.660780493064607
36963668,-3.3892857294306276
36963669,-1.6000281327301522
36963670,-0.5649104239226515
36963671,-2.1090523564931543
36963672,-1.9768548797880388
36963673,-2.0979751783440848
36963674,-1.4650644312695278
36963675,
36961162,-2.7969185199262228
36961163,-2.664679452123032
36961164,-3.0707237968606904
36961165,-1.7607740559261558
36961166,-1.1880843183831402
36961167,-3.0392745946971402
36961168,-1.0681797266964566
36961169,-3.715267598392039
36961170,
36961171,-0.8738618366867854
36998121,-9.245815526255413
36998122,-1.079117765344634
36998123,-10.313073577747474
36998124,-9.334222328005382
36998125,-9.333858070165888
36998126,-11.425970785186507
36998127,
36998128,-1.0754911509308442
36998129,-10.273006948809055
36992919,-1.6609297962312581
36992920,
36992921,-1.0718459837930325
36992922,-0.00010638385047911925
36992923,0.2821030773779114
36992924,-1.6608478266666609
36992925,0.30908424216373476
36992926,0.28179178380830194
36992927,-2.3573165365784945
36992928,0.28203837555076916
37022229,
37022230,-1.1318395346732686
37022231,0.9247977789717723
37022232,-0.9546093357879215
37022233,0.9246889213489737
36983906,
36983907,-0.09219309187985658
36983908,-0.570580678188513
36983909,-0.3920567336678147
36983910,0.5871545934497604
36983911,-1.8038232380645027
36983912,-0.06508504215226196
36983913,-0.22199363623570179
36983914,-0.00029174423271172145
36961925,-4.683510973002967
36961926,
36961927,-4.68350291954664
43421286,-1.5015455800683952
43421287,0.13377283838850573
43421288,-0.05908691218904227
43421289,-1.297685086100965
43421290,0.7279586203339203
43421291,
43421292,0.13368824141502866
43421293,2.392529369701883
43421294,-1.8658559777235055
43421295,0.5548904001543429
36957114,-0.939591846799118
36957115,
36957116,-0.577121861599295
36957117,0.44031403314181716
36957118,-0.9397500712798319
36957119,0.4860430232511703
36957120,0.47194291463608806
36957121,-6.843805278931541
36957122,-0.011798386307447117
36980993,-0.3403374592198247
36980994,
36980995,-0.5573646355951496
36980996,-0.5572519265842857
36980997,-2.0872591531518765
36980998,-0.5568251816586667
36967521,3.639931536160624
36967522,
36967523,5.654743211070148
36967524,-2.27213469712148
36967525,3.7028091089076156
36967526,2.1820525315903154
36967527,4.369189160262458
36967528,2.1820337457385293
36967529,0.13136404956335213
43425151,2.2626758867795473
43425152,1.580777042257374
43425153,2.0359829567108676
43425154,-4.425815749610479
43425155,
43425156,-4.310937900715508
43425157,1.1261537418182996
43425158,1.0886616003515037
43425159,2.0650587767865716
43425160,-1.3319863305804134
37008856,0.37176401655500513
37008857,3.176011782720906
37008858,-5.725008628587602e-05
37008859,-9.413868074483432
37008860,0.407876702209208
37008861,
37008862,0.31126385964496706
37008863,-0.0001043891799525909
37008864,0.37229063243140104
37008865,0.31207035085714097
37012507,
37012508,-0.48193843263874214
37012509,-0.28400835496768195
37012510,-5.3135968357764796e-05
37012511,-1.5651262600480322
37012512,-0.562606971773107
37012513,-0.7640234221270248
37012514,-0.8914235221200215
37012515,-0.07194287896260221
43429673,
43429674,-1.0729170009122768
43429677,0.1766916427777545
36973788,0.29716943319981226
36973789,
36973790,-3.3853742192290213
36973791,5.8255590165801365
36973792,6.487441997775861
36973793,-2.0140420059841375
36973794,6.114621099055967
36973795,-0.5388061327747522
36972500,-6.867316423593138
36972501,-6.624653433402443
36972502,-10.088248586454029
36972503,-5.617165505689513
36972504,-5.483879471479668
36972505,-4.826157484749501
36972506,-4.80683546798997
36972507,-3.721769990203029
36972508,
36972509,-7.772837393476948
43423251,-2.7773728811030765
43423252,
43423253,-2.32746872908848
43423254,-1.3659901924263238
43423255,-2.700832627768534
43423256,-1.3659603322204248
43423257,1.4139382692128493
43423258,1.5948646610026458
43423259,1.4138932300215004
43423260,-1.6275607954509042
37022489,0.19363613113218747
37022490,-0.3586361350043177
37022491,-0.0003307403532630815
37022492,
37022493,-0.3586998365374541
37022494,-0.3587387250739411
37022495,-0.3586601434515515
43423018,-2.387509251341541
43423019,-1.978388139264446
43423020,
43423021,-2.126197945759543
43423022,-3.467224453973934
43423023,-7.046019119101516
43423024,-2.509519394811292
43423025,-5.713461702523944
43423026,-3.5087152569631854
36966977,-2.8009714639327257
36966978,-2.6286337427503774
36966979,-0.06053483608028287
36966980,-3.2905925397206737
36966981,-2.1175216394248224
36966982,-0.6012246397483381
36966983,
36966984,-2.5852198205844203
36966985,-2.10514263178527
36966986,-1.706471369883559
37022240,0.21688660689051975
37022241,0.21723173000154627
37022242,
36971907,-0.7441779398165984
36971908,-2.4252417259207313
36971909,-0.6088594284315789
36971910,-0.5727279155678637
36971911,-0.5804831686992067
36971912,-0.9356742826697371
36971913,
36971914,-2.43702907579312
37015406,
37015407,0.3865643849379268
37015408,-0.05495437061173192
37015409,0.23982054296686783
36975221,0.11204751807090929
36975222,0.4787731434797422
36975223,0.6445226106093003
36975224,0.8802347177458785
36975225,
36975226,-2.627569072326736
36975227,0.06503563277168212
36975228,-0.2611591680199723
36999027,-0.4201642802301313
36999028,
43419182,0.24366322327453815
43419183,-1.8259836906420048
43419184,-1.1778126641112436
43419185,-1.7372891825546048
43419186,-1.6946941718332198
43419187,-3.4740930046879583
43419188,
43419189,-1.6298926137442749
43419190,0.24375119180696458
43419191,-7.671958536548118e-05
36992579,6.386088524383192
36992580,-2.2635676354818344
36992581,0.7367601533387607
36992582,
36992583,0.14774346282873374
36992584,-0.9163247121707556
36992585,1.065898586357374
36992586,-0.36531115990469587
36992587,-1.159004245802393
36983692,0.5463783100425701
36983693,1.1162402234813982
36983694,-1.4621722234036554
36983695,-0.8227452352168712
36983696,-0.692242610775935
36983697,
36983698,-1.9853497421455586
36983699,-1.985134743543398
36983700,0.5463700533995848
36983701,0.5119397936353209
36996056,
36996057,0.634557887394049
36996058,-0.8757103068753622
36996059,-0.3441798782664627
36996060,-0.3938862134973249
36996061,0.23115233573078342
36996062,0.5568645609875773
36996063,0.13285158324096358
36984017,-0.42398656916748223
36984018,-2.340163677749274
36984019,
36984020,-6.047981174647163
36984021,-3.135452384899679
36984022,0.011811923743124453
36984023,-4.336427298678899
36984024,-6.129313803365932
36984025,-3.9318281806549464
36984026,-8.589307570371147
36991686,1.0403477258386875
36991687,
36991688,-0.12436840550715011
36991689,0.0848224388818366
36991690,1.1658418058745976
36991691,2.2180087751006887
36991692,1.3769848347773426
36991693,-1.4206410378180347
36991694,-0.05510137154283612
37008107,-10.795261865702479
37008108,
37008109,-10.687269442717259
37008110,-6.766940247474508
37008111,-11.589784946653744
37008112,-14.100360082226807
37008113,-6.691178103982985
37008114,-21.76258735140646
37008115,2.538601170900236
37008116,-10.701366782938713
36995818,-0.3523137804968428
36995819,
36995820,-1.703635857990811
36995821,0.2783126172098491
36995822,-0.3541767635238955
36995823,-1.166289300483605
36995824,-3.1806037346963265
36995825,1.1954523508104273
36995826,-1.845818658831071
36995827,-1.5984797440702323
36957421,-1.4681909956282766
36957422,1.327237544872503
36957423,1.2430248312021774
36957424,-1.518114165344059
36957425,
36957426,-1.7970805464159554
36957427,-2.1249315889989475
36957428,-0.12879681704610846
43422949,-8.531316633668673
43422950,-3.6971368246083927
43422951,-12.797928592317703
43422952,-10.925955060704474
43422953,-4.029636583617837
43422954,-4.97844237835001
43422955,
43422956,-7.212223703359719
43422957,-4.97833881341554
43422958,-7.431438429214438
43429486,
43429487,-6.8898057753922455
43429488,-2.39838371581531
43429492,-2.7078776048718094
43425350,-3.1845900926059834
43425351,-4.2418079169217044
43425352,-3.2729968156387557
43425353,-3.185683033630653
43425354,0.46274804830760985
43425355,-2.714932416910969
43425356,-2.1201617553060395
43425357,0.05648289408965468
43425358,-3.2730057707234046
43425359,
43421203,-5.8285863702354455
43421204,-0.7103701884884259
43421205,-1.2712949031249572
43421206,-0.7106487996855755
43421207,-7.002521180362091
43421208,-6.961184861040401
43421209,-5.503004051856276
43421210,
43421211,-1.2712120011184815
43426259,0.6118541276100373
43426260,3.376933912099773
43426261,0.5005702067074136
43426262,-1.606310835995414
43426263,
43426264,3.053370297091025
43426265,0.48219348131246775
43426266,0.1661783292658967
43426267,0.2672900217656249
43426268,1.0753895044319037
43429169,-4.562901514852829
43429170,-2.33070604808195
43429171,-2.0364553809878263
43429172,-4.902192163030973
43429173,-2.133181127678167
43429174,-1.25736784043535
43429175,-1.7059674991933065
43429176,
43429177,-1.5523350916203604
43421363,-0.9331308507224598
43421364,0.061207917442529514
43421365,-0.055372602239344815
43421366,-1.7196005081001786
43421367,-4.738009056630625
43421368,-2.3481363374817104
43421369,
43421370,-1.1367625409764779
43421371,-0.9922268918543153
43421372,-2.4664997587445896
43425003,0.4594690314503964
43425004,-9.928918723344523
43425005,
43425006,0.18117509175671387
43425007,-1.9348658058160453
43425008,-2.219839570797973
43425009,4.833217446953057
43425010,-1.542386764076241
43425011,1.805156104267681
36956690,2.621185871420078
36956691,-5.751393823676274
36956692,-0.00011108198566489591
36956693,
36956694,-0.34296904900107705
36956695,0.4464387005189643
36956696,-0.4618676473297434
36956697,0.4465068221126387
36956698,2.824429873841435
37018342,
37018343,1.5466547047462456
37018344,3.682195321787077
36959947,0.20955072823120346
36959948,-6.611029535524299
36959949,-6.6106906263174885
36959950,0.21540723492599412
36959951,0.2678367928011518
36959952,-1.5964086671006825
36959953,0.5601250531846347
36959954,
36959955,-1.6057412884489253
43419395,-0.840216711632479
43419396,
43419397,-0.7579307402876623
43419398,-0.3704788834543251
43419399,-0.39442304221034874
43419400,-0.4216247063235983
43419401,-2.3479797945844894
43419402,-1.9553204560328084
43419403,-1.8731010132158588
43419302,0.482282032516693
43419303,-2.9002336941275075
43419304,-0.30785903851499086
43419305,-0.43569931704161036
43419306,2.472278252367957
43419307,-0.9100798100333378
43419308,
43419309,0.7336426544339076
43419310,-0.11933427947836606
43419311,3.0338166750022992
43422002,-2.0452168968029696
43422003,-4.941853111644178
43422004,-5.491817525881288
43422005,-3.7477432333312777
43422006,-4.527274613273846
43422007,-0.8381190318138465
43422008,-4.405546791440543
43422009,
43422010,-3.362066962346148
43422011,-0.4284826368341328
36988103,-6.616655365711466
36988104,-1.9560970424096809
36988105,-1.6893262672736569
36988106,0.8942567417915512
36988107,0.9614425127358004
36988108,-2.3832688689976465
36988109,
36988110,2.9026121971025987
43430422,0.4364135582908375
43430423,
43430426,1.7783253248528297
43430427,-0.18887864536372945
43430428,0.8428045841946812
43423965,
43423966,-0.4842240390377981
43423967,-4.398864401999759
43423968,-3.666887131663458
43423969,-3.736744547310394
43423970,-0.22193227298637908
43423971,-1.6920499924754893
43419771,0.693264555774249
43419772,0.23689647731632135
43419773,-2.894059804450592
43419774,
43419775,-0.00012653060773004654
43419776,-2.963494467726349
43419777,-3.082482807364272
43419778,-3.2514560116516122
43419779,-3.8891586800543507
43418986,0.43078952122138503
43418987,
43418988,-2.92310880483177
43418989,-3.598066875487092
43418990,-2.5847600539068196
43418991,-2.8131654558072796
43418992,0.7156066965671926
43418993,-3.476797672481297
43418994,-2.508881647766515
36983122,-1.4003796854004804
36983123,-1.6761952488936345
36983124,0.7080643740889627
36983125,-0.9970441862857342
36983126,0.9491396938799994
36983127,0.5858481661945234
36983128,2.9781928509642626
36983129,
36983130,4.7762780589678755
36983131,2.502827112798684
36955370,1.2829153301559728
36955371,1.3655133880093047
36955372,
36955373,2.729229983294701
36955374,2.7293097325698454
36955375,1.0529866447354053
36955376,1.7100905254400587
36955377,1.3242747234931755
36955378,1.605487775473037
36955379,3.4765461374640694
37014573,-1.5493737821434124
37014574,-1.7467432676112153
37014575,
37014576,-1.6336366423048219
37014577,-0.6539237971480532
37014578,-2.8312427814618815
37014579,-6.372362275813991
37014580,-1.5075160718072738
37007751,1.8355874873145837
37007752,-0.3261211337336931
37007753,1.5918462425998001
37007754,1.2203959697599984
37007755,-0.021703846996580012
37007756,2.562329902980693
37007757,
37007758,-0.4712030823001001
37007759,1.8796242252158635
37010161,-2.7486972642164282
37010162,-0.4614930162782116
37010163,
37010164,-0.036428386616954356
37010165,-0.036473424462181825
37010166,0.11789139169783525
37010167,0.2792300502446974
37010168,-0.4408141435935704
37011329,0.1841372408028814
37011330,-0.10064458661973141
37011331,5.1697611142785185
37011332,5.502722163884119
37011333,0.5822141193847656
37011334,3.392137915981092
37011335,0.6014208841412056
37011336,4.490428948687594
37011337,
36990475,-4.113567682782742
36990476,-4.788555007253072
36990477,1.4121757395386272
36990478,-6.235289698205273
36990479,-7.891755215750967
36990480,-4.403861876927037
36990481,-1.7287973612411793
36990482,
36990483,-0.7054205145484982
36990484,-2.9510596279611843
36961962,-1.1927782264769746
36961963,-1.8108094737357305
36961964,-1.179290663391157
36961965,0.4057454246301688
36961966,-1.286232992539908
36961967,0.1741405266713798
36961968,1.651998534057384
36961969,-1.9884162817393474
36961970,
36961971,-0.6890848474593838
43418814,-2.434746397945588
43418815,
43418816,-2.6923662467802387
43418817,-4.067847787829891
43418818,0.2758359090112492
43418819,-3.8554349839869815
43418820,-4.807155010082852
43418821,-1.599369531918967
43418822,-2.1893320222121417
43419742,-6.665219134943953
43419743,-3.4901139956528198
43419744,-0.9295030462679676
43419745,-1.9599084845612538
43419746,-0.8282028114397804
43419747,-0.8225476887626257
43419748,-3.1210701778942394
43419749,-3.406173747415096
43419750,-4.353452741209338
43419751,
36967366,-1.2979543918505598
36967367,
36967368,-1.8338963829224895
36967369,-1.227306548902149
36967370,-1.990178370722198
36967371,-1.783315362175145
36995455,1.6805056203115782
36995456,
36995457,-0.2885010808978876
36995458,-2.0375981554610405
36995459,-2.482929706211209
36995460,-0.47847265689081553
36995461,-1.0351747044468738
36995462,-1.8919523353317231
36995463,0.3684234658620795
36995464,-2.2922044443793936
36989714,6.466251696438171
36989715,2.8291821267473622
36989716,3.8838686356746948
36989717,
36989718,3.47790610727219
36989719,-1.4250109129250177
36989720,2.179540698802832
36989721,2.445038150119295
36989722,1.9105728067639305
36989723,4.071603618329036
36991004,1.8169940319884574
36991005,3.469814885988555
36991006,
36991007,2.496708790837843
36991008,0.43160384924820505
36991009,2.2552691470456097
36991010,3.398997666368004
36991011,1.015330475963097
36991012,5.5785045141945915
36991013,-0.03545036929251921
36997128,-3.687084608554244
36997129,-3.6981094319621377
36997130,-3.4883214818315764
36997131,
36997132,-3.970996380073842
36997133,-3.5966697549700655
36997134,-3.5548715987860646
36997135,-3.6987689008834934
36997136,-3.6853612913548375
43421539,-6.557940653962206
43421540,-4.108463520858756
43421541,-6.680550868727607
43421542,-5.285794187269701
43421543,-5.001630508867706
43421544,-10.9652999096784
43421545,-13.770945318297748
43421546,-8.418555627068159
43421547,
43426326,2.4432198207838525
43426327,-0.7001674666365858
43426328,2.8680412127026216
43426329,
43426330,0.479346803294618
43426331,1.7384884841304427
43426332,-2.440284151750035
43426333,1.2748476148748011
36996641,2.637246615033515
36996642,2.637295509237699
36996643,2.6373361430728615
36996644,3.1038790249700448
36996645,3.0305127854550733
36996646,3.1037037975528428
36996647,2.6080935799309657
36996648,
36996649,3.3930145429476575
36993303,-0.7636559335450528
36993304,-0.6317238454929637
36993305,-1.0218113043945536
36993306,0.056440578275733344
36993307,-0.04597715444744921
36993308,0.05659173750336066
36993309,-0.07034801467438001
36993310,-0.2167154408887484
36993311,
36990889,-0.5847197820899268
36990890,0.004164565819984034
36990891,-0.203690894671972
36990892,-0.8704435747505386
36990893,-0.9434534095191935
36990894,-1.1820485095415592
36990895,-0.17273658409636994
36990896,-0.9040680317392997
36990897,
43422598,-9.247508666247839
43422599,-8.549516165315083
43422600,-0.00024773378352449527
43422601,-7.658699777752659
43422602,
43422603,0.3917645802123104
43422604,-5.21919366195273
43422605,-7.634046394130991
43420657,-8.938078873454486
43420658,-6.810764402940805
43420659,
43420660,-8.733644050563754
43420661,-11.735128481129777
43420662,-11.734984181553301
43420663,-11.735046360612984
43420664,0.7595127891732147
43420665,-9.695405771958008
43420666,-7.276882594724555
43431397,
43431403,-7.2082150965447624
43431404,-7.133622215601676
36993642,-1.3849446905859963
36993643,-1.55603911756657
36993644,-1.2382411344523234
36993645,
36993646,0.6597113697521877
36993647,-1.3339829414618407
36993648,-2.153939893548227
36993649,-3.5953381497228065
43421452,-3.9774183514893053
43421453,-4.543918060212135
43421454,-2.637756322717749
43421455,-7.519802391002699
43421456,-9.425864535461173
43421457,-7.349714491229292
43421458,-8.25418786381232
43421459,
43421443,-6.895333745226523
43421444,
43421445,-6.807825254089934
43421446,0.25368756794992464
43421447,-3.2693163357678827
43421448,0.25362987040568896
43421449,-9.240763799850512
43421450,-7.047914028096244
43421451,-4.352742990041605
36980100,-2.9406769163550734
36980101,-2.9053343688697595
36980102,-2.214489104443942
36980103,-1.4848475040713822
36980104,-2.3723576629331973
36980105,-2.4202220994488357
36980106,-2.910900638483753
36980107,-1.7089449334769142
36980108,-6.966629480479867
36980109,
37024310,-0.2724456452949511
37024311,-0.3982146484691498
37024312,
36968280,-0.5372576861830751
36968281,0.6820863573082647
36968282,1.9580497619899901
36968283,
36968284,1.2061115479760502
36968285,0.4671193371857427
36968286,-0.2507512309977571
36986679,-0.32525855097304657
36986680,
36986681,0.6236865594632377
36986682,-0.3493794935905754
36986683,0.6213879270768103
36986684,1.9710467234062605
36986685,-1.2652507543039349
36986686,0.032212952043749965
36986687,-0.6227418503157054
36979396,-1.5969860049987261
36979397,-2.1460584160515097
36979398,-0.1691268659200702
36979399,
36979400,1.3145994823516816
36979401,0.012321387641115678
36979402,-3.8496510247760654
36979403,-4.087022529669397
36964779,
36964780,-0.9274193804925517
36964781,-1.1622559137682344
36964782,-1.7773029834752094
36964783,-3.2051178700241394
36964784,-3.811189842860344
36964785,-4.657458413055622
36964786,-1.5618676302525074
36964787,-2.03176121812713
36971225,0.5216760170062145
36971226,0.04339948480121336
36971227,
36971228,1.4512279289130419
36971229,1.397170786050097
36971230,1.317030000850977
36971231,1.4814062092437013
36971232,0.060278877160968136
36970046,-1.5963834537425932
36970047,2.6877830845963153
36970048,
36970049,-0.2522037682653693
36970050,-1.7224718602304652
36970051,1.2542838926380924
36970052,1.2850203376594749
36970053,1.9684931370026124
36970054,-0.08020985285452831
36990125,-0.48235293698378356
36990126,-0.5532724814879977
36990127,1.4675833948910189
36990128,0.0803639037699746
36990129,0.021233562377247495
36990130,
36990131,-0.3578378346265616
36990132,0.7056780249398074
36990133,1.8390206753290705
36975194,4.105719094710359
36975195,2.316861847402823
36975196,2.4062974426024724
36975197,-0.12494300514224577
36975198,-3.0288062571546455
36975199,
36975200,4.081542802770517
36975201,-0.12495658032329615
36975202,-0.12502731136429546
37012847,-9.672282463276304
37012848,0.0933013956342279
37012849,-6.819312873138728
37012850,-2.9167298184637787
37012851,
37012852,0.09386835130541726
37012853,-9.464589005159922
37012854,-6.716211527849538
37020265,-1.5316836572778394
37020266,-1.2809051831417007
37020267,-1.5750543159022707
37020268,0.2141945377939507
37020269,-1.5751103179563963
37020270,-3.175192870782139
37020271,-1.0644195469779456
37020272,
37020273,-1.5751857078243359
36971315,-1.8006906164013081
36971316,
36971317,0.18321600231685053
36971318,-1.7521679013913776
36971319,0.1825010333101531
36971320,-1.765868604429798
36971321,-0.9263467731763342
36971322,-1.7386231930712661
36971323,-1.8296863249951016
36971324,0.5045769168655774
37006587,-0.27401844732355585
37006588,-0.06819499240251048
37006589,-0.13127036854169205
37006590,
37006591,-4.006819282910101
37006592,-4.166285568452338
37006593,-5.164200859144927
37006594,-5.557623437703768
36957715,-0.046442624982518055
36957716,
36957717,-0.047001728598417
36967971,-0.5889767389484177
36967972,-13.63590676069279
36967973,-0.46052619333752887
36967974,0.12850400883920088
36967975,
36967976,0.07523655344769509
36967977,-12.96886760303181
36967978,-0.4604932007506477
37021752,-3.0763051453192816
37021753,-0.003914154806821557
37021754,0.9667761721333221
37021755,-2.2941220831656324
37021756,-0.028709076950434564
37021757,3.0147182805647077
37021758,
37021759,-2.3273505525022955
43429225,2.9651339039393037
43429226,3.2997349428686107
43429227,0.5184440193528133
43429228,0.5185979575728226
43429229,-0.5385215324388071
43429230,-0.2615772248942534
43429231,2.2286570518960502
43429232,
43423580,-5.629236313612353
43423581,-3.6059752183501814
43423582,
43423583,-3.831255341673085
43423584,-4.809625597831513
43423585,-0.5389401013549957
43423586,-3.457728119183969
43423587,-5.577071289352602
43423588,-3.4579883855864466
43423589,-4.7396430393381195
43425693,-1.4400965158279604
43425694,-1.755481372356371e-05
43425695,-1.4400784436281384
43425696,
43425697,0.5223782002257025
43425698,-7.539200565531701e-05
43425699,1.4671196113310145
43425700,-2.884830152752741
43425701,-1.4401473872074604
43419977,-3.1715174511652435
43419978,-4.3332465604886465
43419979,
43419980,-3.2803437781425373
43419981,-0.16387069404851218
43419982,-0.6939889613117884
43419983,-3.228566888971386
43419984,-2.1018736610935775
43419985,-3.8781927921482406
36978210,-1.3335826659134398
36978211,-1.3086205469851677
36978212,-1.950094219583832
36978213,-2.303728310261107
36978214,-1.3699352973350756
36978215,-0.41493762243601395
36978216,
36978217,-1.2902687923225642
43421382,
43421383,-0.4775249825975152
43421384,-4.352563896553335
43421385,-2.814650031586609
43421386,-3.9835123144616205
43421387,-1.7339500394457161
43421388,0.49548054116857543
43421389,-3.0297658932802847
43421390,-2.8175081521929144
36965437,-2.9568029877971345
36965438,-0.4442420754480687
36965439,1.9447834419906185
36965440,-1.9351346789740087
36965441,-1.9366352761930765
36965442,0.998339012502045
36965443,-1.5866204365120442
36965444,
36965445,0.8580828525147073
36977712,0.354970028631044
36977713,-0.0001565174906765776
36977714,-0.00027604028802485914
36977715,-0.4008221047912528
36977716,-0.5755183314904713
36977717,
36977718,0.35506572470255193
36959847,1.656420615863592
36959848,-0.30371372326358426
36959849,-0.31849807135785113
36959850,
36959851,2.001421448840727
36959852,0.28092443241160225
36959853,0.4251991175030234
36955251,-0.1947371299645262
36955252,-1.8641914732317115
36955253,-0.0025043421500186014
36955254,-2.1460663792982135
36955255,-3.0035313142160316
36955256,
36955257,-2.1878855020252033
36955258,-0.9285685198678095
36955259,-3.0029727674722846
36955260,-1.1083470378787545
36959426,1.4808426737457472
36959427,-0.09542595743968696
36959428,-0.14287695478835638
36959429,0.6852315022398767
36959430,1.5380705489369415
36959431,-1.4903180647712477
36959432,0.3356253624824421
36959433,0.8798627835053003
36959434,
37019263,-1.592392835461503
37019264,0.005743702941103379
37019265,
36981218,-2.6628139511040843
36981219,-1.1781759034537203
36981220,1.3059616235023839
36981221,-0.5774311333358852
36981222,0.3613147467454141
36981223,-3.2459497962057426
36981224,-5.426740476923278
36981225,
36981226,-3.522805290683067
36981227,-3.046827593597186
36981195,
36981196,-1.719957047479812
36981197,1.9250083487617866
36981198,1.3278281886139807
36981199,3.771873247456198
36981200,1.3470702091522622
36981201,3.7719984665675446
36981202,1.265948490160759
36981203,2.9339270009431404
36981204,2.1155456621195627
36978627,
36978628,-1.2852909784150768
36978629,-3.3384862640341453
36978630,-6.293719267420045
36978631,-0.8663219623406917
36978632,-0.5928329325954707
36978633,-0.4086824623316829
36978634,-3.2134876470480833
36978635,0.7712850903460691
37007811,-2.5115293675327024
37007812,-3.9810633702605003
37007813,-4.053952456755027
37007814,-2.5107649189585004
37007815,
37007816,-4.695232097554381
37007817,-0.43589053495263386
37007818,-10.769644582130525
37007819,-0.7641566014231103
43422301,-3.5753694511724206
43422302,-1.3870748396225707
43422303,-2.5784041408733884
43422304,-1.2084329270866618
43422305,
43422306,-3.530347605722639
43422307,-1.1654422143989365
43422308,-1.9191945217822877
36996658,-0.5498398114210481
36996659,1.6360696339563034
36996660,
36996661,2.854591505768319
36996662,-0.11193143109422721
36996663,2.468738674232826
36996664,0.09014681184427431
36996665,0.05450725052257965
36996666,-1.1519361005341757
36996667,3.6216667077430102
43426013,-0.618248752250544
43426014,0.20857602434431044
43426015,
43426016,0.24688921420052168
43426017,0.680805330209985
43426018,1.551677589674192
43426019,0.06278442781026428
43426020,0.5736469940003062
43426021,0.5425708263348952
43426022,1.9950218254176164
36964998,0.3947316206082334
36964999,-0.3791363192191497
36965000,-2.339518427694145
36965001,-1.069981309786371
36965002,
36965003,-3.791934121820802
36965004,-0.47936998379907436
36965005,-2.180672389017211
36965006,-0.9892458044058614
36983547,1.832122114906472
36983548,-0.5673645434183676
36983549,0.8024886628853096
36983550,
36983551,-2.826520664281089
36983552,-3.7751571351021216
36983553,0.8024100450562504
43424930,-9.43523746741334
43424931,-7.495710548025027
43424932,-6.17472910423691
43424933,-8.951167660732725
43424934,-7.495593302432351
43424935,-6.174843577160956
43424936,
43424937,-10.958805696643822
43424938,-7.558318542329179
43424939,-6.177472504805419
36981702,-0.07375336515936937
36981703,-0.5598992249638997
36981704,0.3989368210712243
36981705,1.653059036070843
36981706,
36981707,4.714118147695206
36981708,-2.2757090202408463
36981709,-0.07092896540006421
36981710,0.3745209715945208
36981711,0.10262494502144293
43419423,-0.14551641973233131
43419424,-0.44718791501748
43419425,1.007869025879387
43419426,-0.0053955314450035985
43419427,
43419428,-1.542613997431971
43419429,0.21906250331306865
43419430,2.7033984866267815
43419431,2.426145551573825
36985100,2.805592300909659
36985101,
36985102,3.3701724864548765
36985103,5.718657476381495
36985104,4.884425822557681
36985105,2.5207515365144317
36985106,3.4673205617639837
36985107,4.552474239068367
36985108,0.33374881834235737
36985109,3.122699070007272
43424615,-0.19824520105936472
43424616,-0.7601347448211868
43424617,-0.08493834479796192
43424618,1.478777495682749
43424619,1.8685633468095375
43424620,-1.8894265722333614
43424621,-4.383957480435612
43424622,-1.4708246954018875
43424623,
43422758,0.02530478880288456
43422759,
43422760,0.7960055375147306
43422761,-3.906680943523071
43422762,2.046941505679982
43422763,-0.04438336518545327
43422764,-0.30322945673721335
43422765,-3.9694243356935175
43422766,-3.5669891103173086
43422767,-0.3033601904721337
36990181,-1.068716288285529
36990182,-1.4844669298093294
36990183,-0.8078974759600968
36990184,-1.4390638730326089
36990185,-3.180489127424053
36990186,-4.064151769294561
36990187,
36990188,-0.2039972704750994
36990189,-0.8078135317846318
36989283,1.3237178052111958
36989284,-1.0316218296470794
36989285,-2.664657593562687
36989286,
36989287,-4.389048354791299
36989288,-3.190938426868726
36989289,-1.7753806930015088
36989290,0.129288620315954
36989291,-0.5210426748998174
36968587,-0.317681969922178
36968588,-1.2343110537630293
36968589,-1.3731306649415036
36968590,-0.48493301385456933
36968591,-0.24405836297865013
36968592,
36968593,-0.4283727423557586
43430876,
43430877,1.3493324881184492
43430878,-2.041876016614623
43430882,-4.779836853625142
43430883,5.8304466267235
36979071,0.15552127786783387
36979072,-4.155280264729143
36979073,-1.404390833509865
36979074,-1.0527793042754467
36979075,-1.0163212456570108
36979076,
36979077,-1.6001986948711107
36979078,-0.0651176439609884
36979079,0.4070282194455075
36979080,-0.345051728294294
36978753,0.3651279249872914
36978754,0.5576562818750403
36978755,-1.7976431209281714
36978756,
36978757,0.8487780442302579
36978758,0.1977250615175592
36978759,-0.31534763930903864
36978760,0.558837636586972
43431724,
43431725,4.725518424278761
43431728,2.3286079484041977
43422106,
43422107,-2.138479732409067
43422108,-5.06151360288289
43422109,-5.062455591184303
43422110,-5.190164385390403
43422111,-5.193315475622725
43422112,-4.761077222443305
43422113,-2.9560605215001488
43422114,-0.997750201742079
36955790,
36955791,-1.3338739320509951
36955792,-4.567609190654238
36955793,-1.8206656211769214
36955794,-0.0534891632184511
36955795,-3.239262850676166
36955796,-3.9314276417667777
36955797,-4.510925670328156
36955798,-1.770328020282907
43429464,-0.4538628069991404
43429465,-0.9786570533921974
43429466,-1.4836798011778711
43429467,-3.837107695474394
43429468,2.746693497684859
43429469,-1.442242954508174
43429470,4.1807586373332555
43429471,
43421196,1.60418380388478
43421197,
43421198,-0.963637388446557
43421199,-1.6432709351205403
43421200,-3.6733051507799814
